,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
114,9438,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very little,Rarely,6,4,4,4,5,5,5,5,0,1,5,1,5,3,0,0,0,70,57
115,7316,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Completely,Very little,Never,5,5,5,5,5,5,5,6,7,1,5,3,4,-2,0,0,0,62,70
116,12354,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,Northeast,Mid-Atlantic,Very little,Somewhat,Sometimes,4,3,4,4,4,4,2,1,0,0,4,1,1,2,0,0,0,52,44
117,12640,75+,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,West,Mountain,Very well,Very well,Rarely,5,3,4,4,4,5,5,5,-1,1,5,1,1,1,0,0,0,60,47
118,8716,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,West,Mountain,Very well,Very little,Rarely,6,4,4,5,5,5,5,6,1,0,5,1,7,3,0,0,0,53,66
119,12299,75+,Some college/Associate,Hispanic,Male,"$75,000 to $99,999",1,200%+ FPL,South,West-South Central,Completely,Very well,Rarely,7 - Very high,5,5,4,5,5,5,6,0,0,99,1,98,99,0,0,0,78,69
120,8311,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,West,Pacific,Very well,Very little,Never,6,5,5,3,5,5,5,5,1,1,4,3,1,-2,0,0,0,70,69
121,13637,18-24,Some college/Associate,"Other, Non-Hispanic",Female,"Less than $20,000",3,<100% FPL,Midwest,West-North Central,Not at all,Very well,Rarely,3,3,4,4,4,5,1,5,7,0,2,2,3,-2,0,0,0,41,41
122,8951,45-54,Some college/Associate,"Black, Non-Hispanic",Female,"Less than $20,000",2,100%-199% FPL,South,East-South Central,Somewhat,Somewhat,Never,7 - Very high,4,5,5,4,4,1,3,0,0,2,2,3,-2,0,0,0,59,70
123,9185,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,South,West-South Central,Very little,Very well,Rarely,4,3,3,4,4,4,4,3,0,0,98,2,3,-2,0,0,0,47,41
124,13478,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very little,Rarely,6,4,5,5,5,5,5,5,7,1,6,1,1,1,0,0,0,60,60
125,9439,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Never,6,5,5,5,5,5,5,6,1,1,5,2,5,-2,0,0,0,75,80
126,9917,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",3,200%+ FPL,West,Pacific,Very well,Very little,Sometimes,3,3,3,3,4,4,4,5,7,1,5,1,1,1,0,0,0,57,49
127,8717,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,New England,Very well,Very little,Rarely,5,4,4,4,4,5,3,5,0,0,5,1,1,1,0,0,0,60,52
128,9186,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Midwest,East-North Central,Completely,Very little,Rarely,6,4,4,3,4,5,5,6,0,0,5,1,5,2,0,0,0,62,58
129,10761,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,West,Mountain,Very well,Very well,Rarely,5,4,4,5,5,5,5,5,0,1,7,1,1,1,0,0,0,64,54
130,9689,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Often,6,4,4,5,3,4,1,2,7,7,3,1,3,2,1,0,0,19,68
131,9440,25-34,Bachelors degree,"Black, Non-Hispanic",Female,"$20,000 to $29,999",3,100%-199% FPL,South,South Atlantic,Completely,Not at all,Rarely,7 - Very high,4,5,4,5,5,4,6,1,1,6,1,2,2,0,0,0,68,66
132,8952,75+,Less than high school,Hispanic,Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Rarely,4,3,3,3,4,4,3,4,0,0,4,1,2,2,0,0,0,48,39
133,13656,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,New England,Somewhat,Very little,Sometimes,5,4,2,4,4,5,5,5,1,0,6,2,4,-2,1,0,0,59,56
134,13367,18-24,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,Midwest,West-North Central,Somewhat,Somewhat,Sometimes,4,3,3,3,3,3,3,5,0,0,4,3,2,-2,1,0,0,49,42
135,12935,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Somewhat,Often,3,3,3,4,5,5,4,2,1,1,3,1,3,2,0,0,0,44,33
136,7382,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",4,100%-199% FPL,Northeast,New England,Completely,Not at all,Never,5,5,5,5,3,3,3,6,7,7,3,2,6,-2,0,0,0,77,85
137,12300,70-74,Bachelors degree,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Rarely,5,3,4,4,5,5,5,5,7,1,5,1,1,1,0,0,0,63,56
138,12753,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very well,Rarely,6,3,3,3,4,5,3,3,0,1,5,1,7,3,1,0,0,52,58
139,11832,55-61,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Completely,Not at all,Sometimes,5,5,4,4,5,5,5,6,1,1,6,1,1,1,0,0,0,79,67
140,13051,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,West-South Central,Very well,Very little,Sometimes,5,4,3,4,4,5,5,5,1,7,5,1,1,1,0,0,0,59,53
141,8312,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,New England,Completely,Not at all,Rarely,6,5,4,4,4,5,5,6,1,1,5,1,6,3,1,0,0,79,82
142,14093,62-69,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",1,200%+ FPL,West,Pacific,Very little,Very little,Sometimes,5,4,4,4,3,5,5,6,1,1,5,1,5,2,0,0,0,54,50
143,8521,75+,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",1,200%+ FPL,Northeast,New England,Somewhat,Very well,Rarely,4,3,3,4,4,5,1,3,7,7,5,1,5,1,0,0,0,57,42
144,13953,18-24,High school degree/GED,Hispanic,Male,"Less than $20,000",2,100%-199% FPL,South,West-South Central,Not at all,Not at all,Sometimes,3,4,4,1,1,1,1,1,7,0,3,3,99,-2,0,0,0,47,45
145,11926,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,7 - Very high,5,5,5,5,5,5,6,7,7,7,1,7,99,0,0,0,84,76
146,9918,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,West,Pacific,Not at all,Completely,Often,3,3,3,4,3,4,1,2,0,0,2,1,3,2,1,0,0,26,38
147,13330,75+,Less than high school,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Always,2,4,5,4,5,5,5,3,0,0,4,1,99,99,0,0,0,78,46
148,9919,35-44,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,West,Mountain,Not at all,Somewhat,Sometimes,3,2,1,3,2,5,1,1,1,0,1,3,6,-2,0,1,0,39,16
149,8718,18-24,Bachelors degree,"Black, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,4,3,3,5,3,5,2,5,1,0,4,3,3,-2,1,0,0,48,45
150,8522,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,5,5,5,5,5,5,6,1,1,4,1,5,2,1,0,0,59,63
151,9441,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Somewhat,Very well,Sometimes,6,3,4,4,4,5,3,5,7,7,4,1,2,1,0,0,0,49,49
152,9442,55-61,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,Midwest,East-North Central,Very little,Somewhat,Often,4,3,3,4,4,5,5,4,1,7,99,2,5,-2,0,0,0,55,43
153,7318,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,Midwest,East-North Central,Very well,Very little,Always,4,4,2,4,4,5,5,6,1,1,4,1,1,3,0,0,0,53,46
154,13908,75+,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Often,3,4,3,3,5,5,5,4,0,0,99,1,-1,-1,0,0,0,52,41
155,7855,35-44,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,West,Pacific,Somewhat,Very well,Sometimes,4,4,4,4,3,4,2,4,1,0,6,1,6,3,1,0,0,47,47
156,11085,75+,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,South,West-South Central,Very well,Very little,Rarely,4,4,3,4,4,5,5,4,0,0,6,1,1,1,0,0,0,62,44
157,10555,70-74,Less than high school,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Often,4,4,4,4,4,5,5,6,7,0,98,1,1,1,0,0,0,59,49
158,12355,62-69,Some college/Associate,Hispanic,Male,"$50,000 to $59,999",4,200%+ FPL,South,East-South Central,Very little,Very well,Sometimes,4,3,3,4,3,4,2,2,7,7,2,2,5,-2,0,0,0,43,41
159,11833,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,West,Mountain,Very little,Very little,Never,5,5,4,4,4,5,4,1,1,0,4,1,5,2,0,0,0,56,79
160,12016,70-74,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",1,100%-199% FPL,Midwest,West-North Central,Somewhat,Somewhat,Sometimes,5,3,2,4,4,5,3,4,7,7,3,2,99,-2,0,0,0,45,34
161,8523,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,Northeast,New England,Very well,Somewhat,Never,7 - Very high,5,4,2,3,3,1,2,0,0,5,1,7,3,0,0,0,63,85
162,11228,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,South,East-South Central,Very little,Very well,Rarely,5,3,2,1,2,5,4,2,7,0,6,1,4,2,1,0,0,44,42
163,9690,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Often,4,4,4,4,5,5,5,5,7,7,4,1,6,3,0,0,0,54,56
164,13917,25-34,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,West,Mountain,Not at all,Completely,Never,1 - Very low,1,1,1,1,1,1,1,7,7,1,2,4,-2,0,0,0,14,10
165,9187,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,South,West-South Central,Very well,Very little,Rarely,5,4,3,3,5,5,5,6,7,1,7,1,1,1,0,0,0,75,64
166,12419,55-61,High school degree/GED,"Black, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,Northeast,New England,Not at all,Not at all,Sometimes,3,1,2,2,1,1,1,1,1,0,1,1,6,2,0,0,0,30,29
167,7856,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,Midwest,West-North Central,Very well,Not at all,Never,5,5,4,3,4,5,5,6,1,1,7,1,1,1,0,0,0,70,60
168,11500,55-61,Some college/Associate,Hispanic,Female,"$30,000 to $39,999",3,100%-199% FPL,West,Pacific,Not at all,Not at all,Always,1 - Very low,1,5,5,5,5,5,5,0,1,4,1,1,1,0,0,0,38,50
169,8953,45-54,High school degree/GED,"Black, Non-Hispanic",Male,"Less than $20,000",2,<100% FPL,South,South Atlantic,Very little,Very well,Rarely,3,3,4,2,4,4,1,2,0,0,1,3,1,-2,0,0,1,42,49
170,13146,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,West,Mountain,Very little,Somewhat,Sometimes,4,3,3,4,4,4,4,4,7,7,4,1,4,2,0,0,0,51,43
171,12301,75+,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,5,5,4,3,5,5,5,6,0,1,7,1,5,3,0,0,0,69,62
172,13722,45-54,Some college/Associate,"Black, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,South,South Atlantic,Somewhat,Completely,Rarely,6,4,5,4,4,5,1,6,1,1,3,1,4,3,1,0,0,45,69
173,8313,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,West,Mountain,Somewhat,Somewhat,Always,4,3,3,2,3,5,5,4,1,1,3,1,3,1,1,0,0,43,41
174,11086,55-61,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,Northeast,New England,Not at all,Not at all,Sometimes,4,3,2,2,2,2,2,1,0,0,1,2,3,-2,0,0,0,38,30
175,9920,75+,Less than high school,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Rarely,3,4,3,4,4,4,3,4,7,0,5,1,6,98,0,0,0,63,49
176,11355,75+,Bachelors degree,"Black, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,4,3,3,4,2,5,3,4,7,1,99,1,6,2,0,0,0,52,39
177,12302,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,4,3,3,3,4,4,4,4,0,0,4,1,3,1,0,0,0,55,43
178,8719,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",5+,100%-199% FPL,South,West-South Central,Not at all,Very well,Sometimes,4,3,4,3,3,4,2,3,1,0,99,2,4,-2,1,0,0,29,43
179,12869,75+,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Somewhat,Sometimes,6,5,3,3,5,5,5,6,1,0,5,1,-1,-1,0,0,0,58,59
180,9691,55-61,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",1,100%-199% FPL,Northeast,Mid-Atlantic,Very little,Very well,Sometimes,3,3,3,3,3,5,1,5,7,1,3,2,1,-2,0,0,0,43,40
181,14196,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",3,100%-199% FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,4,3,3,3,3,5,2,4,7,7,1,1,99,1,0,0,0,49,42
182,8314,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$60,000 to $74,999",1,200%+ FPL,South,East-South Central,Somewhat,Completely,Sometimes,3,5,5,5,4,5,2,5,1,1,3,1,3,2,0,0,0,60,69
183,12164,75+,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,West,Mountain,Somewhat,Very little,Rarely,4,3,3,4,3,5,5,4,7,1,6,1,1,99,0,0,0,62,46
184,11728,75+,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,Midwest,East-North Central,Very little,Not at all,Rarely,5,4,4,3,5,5,5,4,0,0,7,1,1,1,0,0,0,60,48
185,12641,25-34,Graduate/professional degree,"Other, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,West-South Central,Very well,Somewhat,Often,6,3,3,4,1,3,4,4,0,0,2,1,7,3,0,0,0,55,46
186,10762,45-54,Bachelors degree,Hispanic,Male,"$30,000 to $39,999",2,200%+ FPL,South,West-South Central,Very little,Somewhat,Never,6,4,4,4,4,4,4,4,0,0,99,2,5,-2,0,1,0,54,56
187,12519,62-69,Bachelors degree,"Black, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,South,West-South Central,Very well,Very well,Sometimes,6,4,4,4,3,5,5,5,0,1,99,1,4,98,0,0,0,54,48
188,10133,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",5+,100%-199% FPL,Midwest,East-North Central,Not at all,Completely,Sometimes,4,3,4,4,3,3,1,3,0,0,1,1,4,2,1,0,0,30,52
189,12356,25-34,Less than high school,Hispanic,Female,"Less than $20,000",4,<100% FPL,Midwest,West-North Central,Somewhat,Somewhat,Sometimes,6,5,5,5,5,5,5,6,7,7,99,2,2,-2,0,0,0,59,67
190,8524,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Pacific,Not at all,Somewhat,Sometimes,4,4,5,5,4,5,5,4,7,0,7,3,1,-2,0,0,0,47,71
191,8720,18-24,Less than high school,"White, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,South,East-South Central,Not at all,Completely,Rarely,3,3,4,5,4,3,2,4,7,7,2,3,3,-2,0,0,0,23,37
192,11087,75+,Less than high school,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Pacific,Very well,Very well,Rarely,6,4,5,5,5,5,5,5,7,7,4,1,99,99,0,0,0,54,57
193,8525,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Completely,Not at all,Never,7 - Very high,5,5,5,5,5,5,6,1,1,5,1,7,3,1,0,0,86,85
194,7857,18-24,Some college/Associate,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,Midwest,East-North Central,Not at all,Completely,Always,3,3,4,1,2,5,1,2,7,7,4,2,3,-2,1,0,0,40,31
195,13619,35-44,Less than high school,Hispanic,Female,"$20,000 to $29,999",5+,<100% FPL,West,Pacific,Very little,Somewhat,Rarely,5,3,5,4,4,4,4,5,0,1,99,2,4,-2,0,0,0,62,58
196,9692,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",4,100%-199% FPL,Midwest,West-North Central,Somewhat,Somewhat,Sometimes,4,3,3,4,4,5,4,5,1,1,6,1,4,2,0,0,0,41,39
197,9188,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Often,5,3,3,4,4,5,3,3,7,7,5,1,1,98,0,0,0,49,38
198,13643,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Sometimes,5,4,4,4,4,5,5,5,0,1,5,1,3,1,0,0,0,66,49
199,10134,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,East-South Central,Somewhat,Very little,Never,6,4,4,4,4,5,4,6,1,1,99,1,2,2,0,0,0,67,85
200,9189,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,West,Pacific,Completely,Not at all,Always,6,4,5,5,5,5,4,6,1,0,6,2,4,-2,0,0,0,77,59
201,11088,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,West,Mountain,Very well,Very little,Never,5,4,3,4,5,5,5,5,1,1,6,1,1,1,0,0,0,60,50
202,8954,70-74,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,Midwest,East-North Central,Very well,Very little,Rarely,5,5,3,4,5,5,5,6,0,1,6,1,1,1,0,0,0,65,65
203,8123,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",3,200%+ FPL,Midwest,West-North Central,Not at all,Completely,Sometimes,5,3,3,3,3,3,3,3,0,0,3,2,3,-2,0,1,1,37,43
204,8315,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Midwest,East-North Central,Very well,Somewhat,Sometimes,5,4,4,4,3,5,2,4,1,1,4,1,3,2,0,0,0,62,52
205,10354,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,West,Pacific,Very little,Somewhat,Never,7 - Very high,4,5,5,4,5,4,4,7,7,2,1,6,2,0,0,0,50,60
206,9190,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",4,200%+ FPL,West,Pacific,Not at all,Somewhat,Rarely,7 - Very high,5,5,5,4,3,2,3,0,0,3,1,5,3,1,0,0,46,73
207,13674,55-61,Graduate/professional degree,"Black, Non-Hispanic",Female,"$150,000 or more",1,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,5,4,4,3,3,4,3,4,0,0,7,1,7,1,0,0,0,73,60
208,10135,45-54,Bachelors degree,"Black, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Very little,Rarely,6,5,4,5,5,5,2,5,1,1,99,2,4,-2,1,0,0,43,78
209,8721,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Sometimes,4,3,3,4,5,5,5,5,0,0,5,2,3,-2,0,0,0,51,35
210,9921,45-54,Some college/Associate,Hispanic,Female,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Somewhat,Completely,Sometimes,4,3,4,4,3,5,2,3,1,0,4,1,3,2,0,0,0,45,31
211,9922,70-74,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Completely,Not at all,Never,6,5,5,5,5,5,5,5,0,0,99,1,99,99,0,0,0,95,71
212,7858,25-34,High school degree/GED,"Other, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,West,Pacific,Completely,Not at all,Never,7 - Very high,5,5,5,5,5,5,6,1,1,7,3,1,-2,0,0,0,86,85
213,7996,25-34,High school degree/GED,"Black, Non-Hispanic",Male,"$20,000 to $29,999",5+,<100% FPL,South,East-South Central,Somewhat,Very well,Often,5,4,4,4,3,4,2,5,7,7,3,2,3,-2,0,0,0,47,56
214,13052,18-24,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",5+,200%+ FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,5,4,5,5,5,5,5,6,1,1,99,3,3,-2,0,0,0,71,75
215,7859,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",5+,200%+ FPL,South,West-South Central,Somewhat,Very little,Rarely,5,5,5,4,4,5,4,6,1,1,2,1,4,2,0,0,0,49,65
216,12711,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very well,Very little,Rarely,6,4,2,2,3,5,5,6,1,1,6,1,7,2,0,0,0,65,58
217,9923,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,Midwest,East-North Central,Not at all,Not at all,Always,1 - Very low,2,3,4,2,3,1,1,1,7,1,1,4,2,0,0,0,40,28
218,8526,35-44,Bachelors degree,"Black, Non-Hispanic",Female,"$30,000 to $39,999",5+,100%-199% FPL,South,South Atlantic,Not at all,Somewhat,Rarely,4,3,3,4,1,5,1,2,7,0,99,1,5,2,1,0,0,54,38
219,12852,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very little,Sometimes,5,4,4,4,4,5,5,5,0,0,7,1,1,1,0,0,0,61,45
220,13172,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Very little,Often,3,2,2,4,3,3,2,3,1,0,5,3,5,-2,0,0,0,48,38
221,12420,55-61,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Mountain,Somewhat,Very well,Sometimes,5,4,4,4,4,5,3,6,1,1,6,1,5,3,1,0,0,62,46
222,11356,75+,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Pacific,Very well,Completely,Often,6,4,4,5,5,5,5,6,7,1,7,1,1,99,0,0,0,74,60
223,11834,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Not at all,Completely,Sometimes,6,5,5,5,5,5,3,2,7,7,3,1,3,2,0,0,0,26,49
224,10556,35-44,High school degree/GED,Hispanic,Female,"$60,000 to $74,999",5+,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very well,Never,5,4,5,5,4,5,5,5,1,1,5,1,7,1,0,0,0,58,62
225,14390,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Very well,Somewhat,Sometimes,5,3,4,2,4,5,3,4,1,1,4,1,6,2,1,0,0,60,56
226,12421,18-24,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",5+,<100% FPL,West,Mountain,Somewhat,Somewhat,Sometimes,5,4,4,5,3,4,1,6,7,1,99,2,1,-2,0,0,0,57,50
227,9191,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Rarely,5,4,4,5,4,2,1,4,0,0,2,1,4,2,0,0,0,34,61
228,14293,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,West,Pacific,Not at all,Somewhat,Often,3,2,3,3,3,5,5,4,0,0,4,3,3,-2,0,0,0,43,39
229,9192,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,South,South Atlantic,Very little,Very well,Sometimes,3,2,2,2,1,4,1,4,1,1,4,1,1,1,0,0,0,31,41
230,11357,25-34,High school degree/GED,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Completely,Very little,Rarely,5,4,3,3,4,5,5,6,1,1,5,2,3,-2,0,0,0,61,59
